name,credentials,category,description,city,zip,online,state,url,type
"Psychiatry Unplugged","Psychiatrist, MD","anxiety","We thrive on intimate conversations about your mental health challenges, concerns, and care. We are here to help you find and live your best life. We are an all inclusive psychiatry group, experienced and multi board certified in psychiatry, addiction, psychotherapy, and medical services. We are able to offer these services in person and virtually.  We accept all major insurance plans. We have offices in Los Angeles and Burbank, CA and Las Vegas, NV. We serve patients throughout California, Neva","Los Angeles","90045","no","CA","https://www.psychologytoday.com/us/groups/psychiatry-unplugged-los-angeles-ca/266418","group"
"Quarterlife Group","Marriage & Family Therapist, LMFT, SEP, LPCC","anxiety","If you're in your 20's to 30's and asking yourself...
Why am I not where I thought I'd be?
How can I find a meaningful career?
Why do I feel disconnected from others?
How do I create satisfying relationships?
What inspires me and makes me unique?
...you may be experiencing a ""Quarterlife Crisis"".
You're not alone.
Feelings of disillusionment, depression &","Los Angeles","90025","no","CA","https://www.psychologytoday.com/us/groups/quarterlife-group-los-angeles-ca/11298","group"
"Dating with OCD","Clinical Social Work/Therapist, MSW, LCSW","anxiety","you're expecting too much... or not enough. Love deserves real investment, not endless second-guessing. Using proven tools from Drs. Julie and John Gottman, Ken Page's Deeper Dating, and other evidence-based methods, we'll help you quiet the noise, relax into dating, and finally find the love you want.","Los Angeles","90024","no","CA","https://www.psychologytoday.com/us/groups/dating-with-ocd-los-angeles-ca/288753","group"
"DBT Skills","Psychiatrist, MD, PhD","anxiety","Our practice offers a weekly DBT Skills group focused on helping individuals better manage their mood, change their behavior, and have healthier relationships. Across the 16 weeks, individuals will learn 16 different skills in four areas: Mindfulness, Interpersonal Effectiveness, Emotion Regulation, and Distress Tolerance. The group meets virtually and is available to individuals across California. For more information, please contact us via www.copepsychology.com","Los Angeles","90025","no","CA","https://www.psychologytoday.com/us/groups/dbt-skills-los-angeles-ca/267034","group"
"Eating and Body Image Support Group","Marriage & Family Therapist Associate, AMFT, APCC","anxiety","This groups' aim is to bring together individuals navigating body image and self-esteem. Here we can explore coping strategies, eating habits, and the underlying emotional experiences that often accompany disordered eating. The group promotes self-reflection, connection, and community while providing clients with tools to aid their own personal journey. Sessions consist of about 6-8 individuals, last about 90 minutes, and occur once per week.","Los Angeles","90035","no","CA","https://www.psychologytoday.com/us/groups/eating-and-body-image-support-group-los-angeles-ca/287675","group"
"High-Functioning Women with Self-Worth Struggles","Marriage & Family Therapist, MA, LMFT","anxiety","being too much, or constantly question your worth.  Relationships and self-worth are deeply intertwined. When shame or chronic self-doubt live beneath the surface, they shape boundaries, intimacy, and conflict in ways that feel hard to change alone.  This ongoing virtual process group is for high-functioning women ready to explore relational patterns at their roots and work directly with the not-enoughness driving them.  We meet Tuesdays at 6pm via Zoom. Superbills provided; insurance not accept","Los Angeles","90025","no","CA","https://www.psychologytoday.com/us/groups/high-functioning-women-with-self-worth-struggles-los-angeles-ca/206572","group"
"Expressive Art Therapy Group for Emotional Growth","Licensed Professional Counselor, PhD, LPCC, LMHC","anxiety","Feeling stuck, disconnected, or craving a more creative way to process your inner world? This expressive arts therapy group offers a supportive space to explore emotions, parts of self, and personal growth through art-making and connection. Led by Shannon Jones, AMFT, the group uses creative practices such as drawing, painting, and collage to support insight and healing beyond words. No art experience is necessary—this group focuses on process, not skill. This is an open group, allowing particip","Los Angeles","90034","no","CA","https://www.psychologytoday.com/us/groups/expressive-art-therapy-group-for-emotional-growth-los-angeles-ca/255971","group"
"Depth Oriented Process Group (In Person)","Marriage & Family Therapist Associate, MA, AMFT","anxiety","Being seen in the presence of others, without performing, fixing, or hiding. Together, we explore what it’s like to be with others without the usual masks. What gets stirred in connection? What remains hidden? What longings or","Los Angeles","90039","no","CA","https://www.psychologytoday.com/us/groups/depth-oriented-process-group-in-person-los-angeles-ca/268001","group"
"Online Anxiety Support Group","Psychologist, PhD","anxiety",".
    4.)  You will obtain valuable peer support and encouragement.

     In order to create a safe environment, each group is limited to a maximum of 8 people.","Los Angeles","90048","no","CA","https://www.psychologytoday.com/us/groups/online-anxiety-support-group-los-angeles-ca/14432","group"
"H.A.L.T. - The Toolkit for Managing life","Marriage & Family Therapist, LMFT","anxiety","Do you find yourself reacting in ways you later regret, feeling overwhelmed by stress, or putting everyone else's needs before your own? This six-week online group is built around the simple HALT principle: when we're Hungry, Angry, Lonely, or Tired, life feels harder. Through practical education, guided discussion, and interactive exercises, you'll learn to recognize these warning signs and develop healthier ways to respond before stress takes over. Creating personalized toolkit for managing li","Los Angeles","90064","no","CA","https://www.psychologytoday.com/us/groups/halt-the-toolkit-for-managing-life-los-angeles-ca/243888","group"
"Process Group","Psychologist, MA, CGP, PhD","anxiety","Facilitated by Dr. Gardenswartz, a small group of individuals come together to share problems and to receive feedback on how their behavior impacts others. The group setting provides a safe environment for members to take interpersonal risks.","Los Angeles","90049","no","CA","https://www.psychologytoday.com/us/groups/process-group-los-angeles-ca/92721","group"
"OK Covid: Online therapy for singles in quarantine","Marriage & Family Therapist, LMFT","anxiety","An inclusive online group therapy for singles in quarantine, led by two MFTs. LGBTQIA+ affirmative. Sliding scale offered. Whether you're dealing with loneliness, a shifting relationship to vulnerability, or any number of other stressors unique to this time, your solitude doesn't have to mean isolation. Available to anyone within the state of California.","Los Angeles","90036","no","CA","https://www.psychologytoday.com/us/groups/ok-covid-online-therapy-for-singles-in-quarantine-los-angeles-ca/169226","group"
"Coping with Uncertainty: A Therapy Group for Build","Licensed Professional Clinical Counselor, LPCC, LMHC, LCPC, C-EMDR","anxiety","Starts April 29th- register today! This group is a structured, skills-based therapy group designed to help you not only manage these challenges but also build lasting resilience While some current stressors will be acknowledged, this is an experiential space where participants actively engage with cognitive and body-based tools and strategies that foster balance, emotion regulation, and growth. Whether you're looking to reset expectations, enhance skills, or develop a more resilient mindset, thi","Los Angeles","90042","no","CA","https://www.psychologytoday.com/us/groups/coping-with-uncertainty-a-therapy-group-for-build-los-angeles-ca/262840","group"
